RA,nome,ano_referencia,ano_nascimento,idade,genero,ano_ingresso,instituicao_ensino,Fase,Turma,INDE,IAA,IEG,IPS,IDA,IPV,IAN,IPP,risco,Pedra
RA-1610,Aluno-1610,2024,2007,17,Masculino,2024,Pública,5F,5F,6.7023729275666675,9.168,7.753697970666667,7.51,5.166666666666667,6.106666667,5.0,7.291666667,0,Ágata
RA-1611,Aluno-1611,2024,2007,17,Masculino,2024,Pública,5F,5F,6.4589186218000005,7.083,8.361426442,7.51,4.5,5.886666667,5.0,7.5,1,Ágata
RA-1612,Aluno-1612,2024,2006,18,Masculino,2024,Pública,5F,5F,7.014528571366666,6.666,8.523809523666666,7.51,6.166666666666667,6.94,5.0,7.708333333,0,Ametista
RA-1188,Aluno-1188,2024,2008,16,Feminino,2023,Pública,5G,5G,7.801633333400001,9.168,10.0,7.51,7.0,7.106666667,5.0,8.125,0,Ametista
RA-1613,Aluno-1613,2024,2007,17,Feminino,2024,Pública,5G,5G,6.085471428700001,8.334,7.1428571430000005,7.51,3.0,6.216666667,5.0,7.291666667,1,Ágata
RA-244,Aluno-244,2024,2010,14,Feminino,2021,Privada - Programa de Apadrinhamento,5G,5G,8.7225,7.5,10.0,6.26,9.5,8.17,10.0,8.125,0,Topázio
RA-267,Aluno-267,2024,2007,17,Feminino,2021,Pública,5G,5G,5.8963067819666675,10.002,8.285533910333333,6.26,2.0,6.273333333,5.0,4.583333333,1,Ágata
RA-1189,Aluno-1189,2024,2008,16,Feminino,2023,Pública,5G,5G,7.6486387164,9.585,8.672360248333332,7.51,7.666666666666667,7.106666667,5.0,7.5,0,Ametista
RA-113,Aluno-113,2024,2007,17,Feminino,2021,Pública,5G,5G,7.043536903066667,8.751,7.063851181666667,7.51,6.666666666666667,7.106666667,5.0,7.5,0,Ametista
RA-152,Aluno-152,2024,2006,18,Feminino,2022,Pública,5L,5L,6.5837938596,7.5,7.337719298333333,5.63,5.166666666666667,7.443333333,5.0,7.8125,0,Ágata
RA-318,Aluno-318,2024,2008,16,Feminino,2021,Pública,5L,5L,7.025000925866668,7.917,9.129629629666667,7.51,4.666666666666667,7.443333333,5.0,7.34375,1,Ametista
RA-274,Aluno-274,2024,2011,13,Feminino,2021,Privada - Programa de Apadrinhamento,5L,5L,8.651029629666667,8.334,9.648148147999999,5.635,9.333333333333334,8.226666667,10.0,8.125,0,Topázio
RA-319,Aluno-319,2024,2009,15,Masculino,2022,Pública,5L,5L,7.948699561466667,9.585,9.024122807,7.51,5.833333333333333,7.666666667,10.0,7.34375,0,Ametista
RA-160,Aluno-160,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,5L,5L,6.855108333266668,8.334,7.416666666666667,6.26,5.666666666666667,7.723333333,5.0,7.34375,0,Ágata
RA-161,Aluno-161,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,5L,5L,7.258445588333334,8.751,7.965686274666666,6.26,4.0,7.836666667,10.0,7.96875,1,Ametista
RA-1614,Aluno-1614,2024,2008,16,Masculino,2024,Pública,5L,5L,6.787898989933334,7.5,6.574494949666668,7.51,6.5,7.11,5.0,7.5,0,Ágata
RA-164,Aluno-164,2024,2006,18,Masculino,2021,Privada,5L,5L,6.837125731066667,9.585,8.084795321666666,6.26,5.666666666666667,6.886666667,5.0,6.25,0,Ágata
RA-165,Aluno-165,2024,2008,16,Feminino,2021,Privada - Programa de Apadrinhamento,5L,5L,8.4627502436,7.5,9.431042884999998,7.51,8.5,7.893333333,10.0,7.96875,0,Topázio
RA-1615,Aluno-1615,2024,2008,16,Feminino,2024,Pública,5M,5M,8.417533333333333,7.917,9.833333333333334,7.51,8.333333333333334,7.4575,10.0,7.5,0,Topázio
RA-1616,Aluno-1616,2024,2007,17,Feminino,2024,Pública,5M,5M,7.147738235266668,8.334,8.436274509666667,7.51,6.166666666666667,7.12,5.0,7.1875,0,Ametista
RA-271,Aluno-271,2024,2007,17,Feminino,2022,Pública,5M,5M,7.400633333333334,9.168,8.958333333333334,6.26,7.333333333333333,6.7475,5.0,7.5,0,Ametista
RA-316,Aluno-316,2024,2008,16,Feminino,2022,Privada - Programa de Apadrinhamento,5M,5M,8.708925,9.168,10.0,7.51,8.0,8.3775,10.0,7.65625,0,Topázio
RA-286,Aluno-286,2024,2007,17,Feminino,2022,Pública,5M,5M,5.123180882333333,6.666,4.031862745000001,6.26,3.1666666666666665,5.7825,5.0,7.34375,1,Quartzo
RA-320,Aluno-320,2024,2008,16,Feminino,2022,Privada - Programa de Apadrinhamento,5M,5M,8.442258333333335,9.168,10.0,7.51,6.666666666666667,8.3775,10.0,7.65625,0,Topázio
RA-1207,Aluno-1207,2024,2008,16,Feminino,2023,Pública,5M,5M,6.509169736866667,8.334,6.581140350999999,7.51,5.333333333333333,6.5375,5.0,7.34375,0,Ágata
RA-1617,Aluno-1617,2024,2008,16,Feminino,2024,Pública,5M,5M,4.926285714266666,0.0,5.571428571333333,7.51,3.25,6.1175,5.0,6.875,1,Quartzo
RA-158,Aluno-158,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,5M,5M,6.855159259266667,8.334,7.796296296333334,6.26,4.0,6.745,10.0,6.875,1,Ágata
RA-306,Aluno-306,2024,2008,16,Feminino,2021,Pública,5M,5M,6.1661539474,7.917,7.699561403666666,7.51,2.8333333333333335,6.4125,5.0,7.34375,1,Ágata
RA-1618,Aluno-1618,2024,2007,17,Masculino,2024,Pública,5M,5M,7.0487660130666665,8.334,7.908496732000001,7.51,6.333333333333333,6.83,5.0,7.5,0,Ametista
RA-308,Aluno-308,2024,2009,15,Masculino,2021,Pública,5M,5M,7.489282456133334,7.083,8.714912280666667,5.635,6.5,7.1225,10.0,7.5,0,Ametista
RA-1619,Aluno-1619,2024,2009,15,Masculino,2024,Pública,5M,5M,7.393951851866667,7.501,9.259259259333334,7.51,4.25,7.205,10.0,7.5,1,Ametista
RA-299,Aluno-299,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,5N,5N,8.177186956533333,8.751,8.963768115999999,6.26,8.166666666666666,7.5,10.0,7.5,0,Ametista
RA-251,Aluno-251,2024,2007,17,Masculino,2021,Pública,5N,5N,6.7135006212,8.751,8.612836439,5.63,4.5,7.326666667,5.0,6.875,1,Ágata
RA-157,Aluno-157,2024,2010,14,Feminino,2021,Privada - Programa de Apadrinhamento,5N,5N,8.950566666733334,8.334,10.0,6.26,9.666666666666666,8.726666667,10.0,8.125,0,Topázio
RA-1620,Aluno-1620,2024,2007,17,Masculino,2024,Pública,5N,5N,6.652766666666667,8.751,6.666666666666667,7.51,5.166666666666667,7.05,5.0,7.5,0,Ágata
RA-321,Aluno-321,2024,2010,14,Feminino,2022,Pública,5N,5N,8.125807932933334,7.917,9.534706331,6.26,7.166666666666667,7.776666667,10.0,8.125,0,Ametista
RA-1195,Aluno-1195,2024,2006,18,Feminino,2022,Pública,5N,5N,7.5085144926666665,9.585,9.855072463666666,5.63,6.166666666666667,7.663333333,5.0,7.5,0,Ametista
RA-1200,Aluno-1200,2024,2007,17,Feminino,2023,Pública,5N,5N,5.6415838956,7.917,7.099419478000001,6.26,1.5,6.27,5.0,7.5,1,Ágata
RA-278,Aluno-278,2024,2010,14,Masculino,2021,Privada - Programa de Apadrinhamento,5N,5N,8.907314492800001,9.168,9.855072463666666,7.51,9.333333333333334,7.946666667,10.0,8.125,0,Topázio
RA-85,Aluno-85,2024,2007,17,Masculino,2022,Pública,5N,5N,6.999509385733333,8.334,8.668046928999999,3.755,7.666666666666667,6.993333333,5.0,6.25,0,Ametista
RA-279,Aluno-279,2024,2009,15,Masculino,2021,Privada - Programa de Apadrinhamento,5N,5N,9.113133333366667,9.168,10.0,7.51,9.333333333333334,8.726666667,10.0,8.333333333,0,Topázio
RA-1621,Aluno-1621,2024,2007,17,Feminino,2024,Pública,5N,5N,8.107033333366667,7.917,10.0,6.26,8.333333333333334,8.446666667,5.0,8.333333333,0,Ametista
RA-280,Aluno-280,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,5N,5N,8.822714492700001,7.917,9.855072463666666,6.26,9.333333333333334,8.67,10.0,8.333333333,0,Topázio
RA-1201,Aluno-1201,2024,2008,16,Masculino,2023,Pública,5N,5N,8.376195238033333,8.751,9.523809523666666,7.51,9.0,8.56,5.0,8.333333333,0,Topázio
RA-1622,Aluno-1622,2024,2007,17,Feminino,2024,Pública,5N,5N,8.429066666633334,8.334,10.0,7.51,9.666666666666666,7.89,5.0,8.333333333,0,Topázio
RA-132,Aluno-132,2024,2008,16,Feminino,2021,Privada - Programa de Apadrinhamento,6A,6A,8.4746321428,8.334,8.380952380666665,7.51,8.333333333333334,8.44,10.0,8.59375,0,Topázio
RA-42,Aluno-42,2024,2007,17,Masculino,2021,Pública,6A,6A,7.656628769866667,9.168,9.682539682666667,5.635,8.166666666666666,7.134,5.0,6.796875,0,Ametista
RA-1623,Aluno-1623,2024,2007,17,Masculino,2024,Pública,6A,6A,7.7609537037333345,9.168,8.518518518666667,6.26,6.0,7.666,10.0,7.8125,0,Ametista
RA-106,Aluno-106,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,6A,6A,7.721664285733334,9.168,8.761904762,5.635,5.666666666666667,7.872,10.0,7.8125,0,Ametista
RA-123,Aluno-123,2024,2006,18,Masculino,2021,Privada - Programa de Apadrinhamento,6A,6A,6.887248015866668,7.5,8.412698412666666,5.635,7.166666666666667,6.43,5.0,6.71875,0,Ametista
RA-125,Aluno-125,2024,2007,17,Feminino,2022,Privada,6A,6A,6.627079761933334,8.334,5.6428571430000005,7.51,6.166666666666667,7.232,5.0,7.34375,0,Ágata
RA-1624,Aluno-1624,2024,2006,18,Feminino,2024,Concluiu o 3º EM,6A,6A,7.743213492066667,7.917,9.460317460333334,7.51,7.5,7.636,5.0,7.8125,0,Ametista
RA-1625,Aluno-1625,2024,2007,17,Masculino,2024,Pública,6A,6A,6.888194089266667,7.5,7.112887113,7.51,4.333333333333333,6.896,10.0,7.1875,1,Ametista
RA-1626,Aluno-1626,2024,2008,16,Feminino,2024,Pública,6A,6A,8.541085606066668,8.751,9.696969697,7.51,7.333333333333333,8.404,10.0,8.28125,0,Topázio
RA-1627,Aluno-1627,2024,2007,17,Feminino,2024,Pública,6A,6A,7.481547222200001,7.083,7.777777777666667,7.51,7.833333333333333,8.172,5.0,7.65625,0,Ametista
RA-1628,Aluno-1628,2024,2008,16,Feminino,2024,Pública,6A,6A,7.500131368600001,8.334,8.509823509666667,7.51,5.833333333333333,6.798,10.0,6.875,0,Ametista
RA-112,Aluno-112,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,6A,6A,8.052609920666667,7.083,7.978174603333333,7.51,8.0,8.004,10.0,7.96875,0,Ametista
RA-1629,Aluno-1629,2024,2007,17,Feminino,2024,Pública,6A,6A,7.560550529133334,9.585,8.645502645666667,7.51,7.25,7.266,5.0,7.1875,0,Ametista
RA-91,Aluno-91,2024,2006,18,Feminino,2021,Privada - Programa de Apadrinhamento,6L,6L,7.426704761933335,10.002,7.476190476333334,5.635,7.333333333333333,8.068,5.0,7.875,0,Ametista
RA-167,Aluno-167,2024,2006,18,Feminino,2021,Privada - Programa de Apadrinhamento,6L,6L,8.033470175466666,8.751,9.473684210666667,6.26,8.166666666666666,8.334,5.0,8.375,0,Ametista
RA-1203,Aluno-1203,2024,2007,17,Feminino,2023,Privada - Programa de Apadrinhamento,6L,6L,8.9495245614,9.168,9.649122807,7.51,9.0,8.572,10.0,8.375,0,Topázio
RA-94,Aluno-94,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,6L,6L,8.637033333333335,10.002,9.666666666666666,6.26,8.0,8.2,10.0,8.375,0,Topázio
RA-81,Aluno-81,2024,2008,16,Feminino,2021,Privada - Programa de Apadrinhamento,6L,6L,8.256566666666668,9.168,9.333333333333334,6.26,7.5,7.798,10.0,7.875,0,Topázio
RA-1630,Aluno-1630,2024,2008,16,Masculino,2024,Privada - Programa de Apadrinhamento,6L,6L,8.583133333333334,8.334,9.833333333333334,7.51,7.333333333333333,8.702,10.0,8.25,0,Topázio
RA-171,Aluno-171,2024,2006,18,Masculino,2022,Pública,6L,6L,7.3289333333333335,7.5,7.833333333333333,5.635,8.333333333333334,7.598,5.0,7.625,0,Ametista
RA-1220,Aluno-1220,2024,2005,19,Feminino,2023,Concluiu o 3º EM,6L,6L,7.143244444466667,7.083,8.555555555666666,6.885,7.666666666666667,6.26,5.0,7.5,0,Ametista
RA-1631,Aluno-1631,2024,2007,17,Masculino,2024,Privada,6L,6L,8.186433333333333,9.585,10.0,7.51,7.166666666666667,8.468,5.0,8.5,0,Ametista
RA-1632,Aluno-1632,2024,2008,16,Masculino,2024,Pública,6L,6L,8.389333333333335,9.168,10.0,7.51,6.666666666666667,8.066,10.0,7.75,0,Topázio
RA-1210,Aluno-1210,2024,2007,17,Feminino,2023,Pública,6L,6L,8.2302,9.585,10.0,7.51,5.5,8.166,10.0,7.875,0,Topázio
RA-175,Aluno-175,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,6L,6L,8.024136842133334,10.002,9.473684210666667,6.26,8.5,7.766,5.0,7.5,0,Ametista
RA-80,Aluno-80,2024,2006,18,Feminino,2021,Privada - Programa de Apadrinhamento,7A,7A,8.131659175733333,8.751,7.8961292116666675,8.13,7.0,7.946666667,10.0,8.75,0,Ametista
RA-40,Aluno-40,2024,2006,18,Feminino,2021,Privada - Programa de Apadrinhamento,7A,7A,7.098051462066667,7.083,7.211257310000001,8.13,5.333333333333333,6.276666667,10.0,8.125,0,Ametista
RA-1214,Aluno-1214,2024,2007,17,Masculino,2023,Pública,7A,7A,8.5902971362,10.002,9.081527348,8.13,8.0,7.663333333,10.0,8.28125,0,Topázio
RA-92,Aluno-92,2024,2006,18,Feminino,2021,Privada - Programa de Apadrinhamento,7A,7A,8.052279017,10.002,8.769145085,7.51,7.5,6.33,10.0,7.8125,0,Ametista
RA-45,Aluno-45,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,7A,7A,8.743476190400001,7.5,9.619047619,9.38,8.0,8.283333333,10.0,8.75,0,Topázio
RA-56,Aluno-56,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,7A,7A,9.077020175400001,10.002,9.265350877333333,10.0,7.666666666666667,9.233333333,10.0,8.4375,0,Topázio
RA-57,Aluno-57,2024,2006,18,Masculino,2021,Privada - Programa de Apadrinhamento,7A,7A,7.4193804301999995,9.585,6.010860484333333,6.88,6.166666666666667,7.39,10.0,8.59375,0,Ametista
RA-58,Aluno-58,2024,2007,17,Masculino,2021,Privada - Programa de Apadrinhamento,7A,7A,8.7713289474,9.585,9.824561403666666,7.51,7.333333333333333,8.62,10.0,9.0625,0,Topázio
RA-78,Aluno-78,2024,2005,19,Feminino,2021,Privada - Programa de Apadrinhamento,7A,7A,8.1780308688,8.751,8.028404344,8.755,7.5,7.39,10.0,8.4375,0,Ametista
RA-87,Aluno-87,2024,2007,17,Masculino,2021,Privada - Programa de Apadrinhamento,7A,7A,9.437924561333332,8.751,9.649122807,9.375,9.166666666666666,9.623333333,10.0,9.375,0,
RA-64,Aluno-64,2024,2006,18,Feminino,2021,Privada - Programa de Apadrinhamento,7A,7A,8.743607059266667,10.002,8.980785296666667,8.135,8.166666666666666,8.283333333,10.0,8.4375,0,Topázio
RA-48,Aluno-48,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,7A,7A,8.402390371800001,7.917,8.339076859,9.375,7.5,8.23,10.0,8.59375,0,Topázio
RA-1230,Aluno-1230,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,7E,7E,4.7612000000000005,7.917,0.0,7.195,0.0,7.5,10.0,7.5,1,Quartzo
RA-90,Aluno-90,2024,2009,15,Feminino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,8.352033333333335,10.002,9.0,6.885,8.066666666666666,7.5,10.0,7.5,0,Topázio
RA-269,Aluno-269,2024,2009,15,Masculino,2022,Privada *Parcerias com Bolsa 100%,7E,7E,8.4773,9.168,9.6,7.505,8.200000000000001,7.5,10.0,7.5,0,Topázio
RA-270,Aluno-270,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,7E,7E,4.79255,9.168,0.0,6.2575,0.0,7.5,10.0,7.5,1,Quartzo
RA-76,Aluno-76,2024,2007,17,Feminino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,8.152033333333334,10.002,9.0,6.885,7.066666666666666,7.5,10.0,7.5,0,Ametista
RA-153,Aluno-153,2024,2008,16,Feminino,2021,Privada - Programa de Apadrinhamento,7E,7E,4.78185,8.751,0.0,6.5675,0.0,7.5,10.0,7.5,1,Quartzo
RA-1226,Aluno-1226,2024,2007,17,Feminino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,7.785233333333334,8.334,9.0,6.885,6.066666666666666,7.5,10.0,7.5,0,Ametista
RA-93,Aluno-93,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,7E,7E,8.275550000066668,9.168,9.931666667,6.2575,7.483333333333333,7.5,10.0,7.5,0,Topázio
RA-119,Aluno-119,2024,2008,16,Feminino,2021,Privada - Programa de Apadrinhamento,7E,7E,8.085299999933333,7.083,9.983333333,6.57,7.366666666666667,7.5,10.0,7.5,0,Ametista
RA-241,Aluno-241,2024,2008,16,Masculino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,8.311616666733334,10.002,9.891666667,7.1975,6.816666666666667,7.5,10.0,7.5,0,Topázio
RA-242,Aluno-242,2024,2009,15,Masculino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,8.2887,9.585,9.621,6.26,7.650000000000001,7.5,10.0,7.5,0,Topázio
RA-52,Aluno-52,2024,2009,15,Masculino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,8.144466666733333,8.751,9.437666667,6.885,7.216666666666666,7.5,10.0,7.5,0,Ametista
RA-1227,Aluno-1227,2024,2006,18,Feminino,2021,Privada - Programa de Apadrinhamento,7E,7E,4.8446,8.751,0.0,7.195,0.0,7.5,10.0,7.5,1,Quartzo
RA-245,Aluno-245,2024,2008,16,Masculino,2021,Privada - Programa de Apadrinhamento,7E,7E,8.452633333266668,9.168,9.953333333,6.885,8.033333333333333,7.5,10.0,7.5,0,Topázio
RA-246,Aluno-246,2024,2009,15,Masculino,2022,Privada *Parcerias com Bolsa 100%,7E,7E,4.7404,8.334,0.0,6.57,0.0,7.5,10.0,7.5,1,Quartzo
RA-1228,Aluno-1228,2024,2006,18,Feminino,2021,Privada - Programa de Apadrinhamento,7E,7E,4.8761,8.751,0.0,7.51,0.0,7.5,10.0,7.5,1,Quartzo
RA-1229,Aluno-1229,2024,2006,18,Feminino,2021,Privada - Programa de Apadrinhamento,7E,7E,4.8238,9.168,0.0,6.57,0.0,7.5,10.0,7.5,1,Quartzo
RA-98,Aluno-98,2024,2007,17,Feminino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,8.617450000000002,9.585,9.546,7.1975,8.9,7.5,10.0,7.5,0,Topázio
RA-277,Aluno-277,2024,2008,16,Masculino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,8.0689833334,8.334,9.741666667,6.5725,6.8999999999999995,7.5,10.0,7.5,0,Ametista
RA-172,Aluno-172,2024,2008,16,Feminino,2021,Privada - Programa de Apadrinhamento,7E,7E,8.128766666666667,8.751,9.8,6.57,6.933333333333334,7.5,10.0,7.5,0,Ametista
RA-291,Aluno-291,2024,2009,15,Masculino,2022,Privada - Programa de Apadrinhamento,7E,7E,7.9319666667333335,8.751,9.737666667,6.26,6.166666666666667,7.5,10.0,7.5,0,Ametista
RA-86,Aluno-86,2024,2006,18,Masculino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,7.611233333266666,6.667,9.704333333,6.57,5.483333333333333,7.5,10.0,7.5,0,Ametista
RA-143,Aluno-143,2024,2009,15,Masculino,2021,Privada - Programa de Apadrinhamento,7E,7E,7.449366666666667,10.002,9.92,6.885,2.6333333333333333,7.5,10.0,7.5,1,Ametista
RA-166,Aluno-166,2024,2008,16,Masculino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,8.243183333333334,8.334,9.246,6.5725,8.266666666666667,7.5,10.0,7.5,0,Topázio
RA-191,Aluno-191,2024,2009,15,Masculino,2021,Privada *Parcerias com Bolsa 100%,7E,7E,7.7887,7.5,9.571,5.945,6.3999999999999995,7.5,10.0,7.5,0,Ametista
RA-1236,Aluno-1236,2024,2002,22,Feminino,2021,Privada,8A,8A,,,0.0,,,,10.0,,0,
RA-1234,Aluno-1234,2024,2002,22,Feminino,2021,Privada,8A,8A,,,0.0,,,,10.0,,0,
RA-1633,Aluno-1633,2024,2003,21,Masculino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1248,Aluno-1248,2024,2003,21,Masculino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1246,Aluno-1246,2024,2003,21,Feminino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1245,Aluno-1245,2024,2003,21,Masculino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1244,Aluno-1244,2024,2003,21,Feminino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1634,Aluno-1634,2024,2003,21,Feminino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1242,Aluno-1242,2024,2003,21,Feminino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1250,Aluno-1250,2024,2003,21,Masculino,2021,Privada - Pagamento por *Empresa Parceira,8B,8B,,,0.0,,,,10.0,,0,
RA-1241,Aluno-1241,2024,2003,21,Feminino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1240,Aluno-1240,2024,2003,21,Masculino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1249,Aluno-1249,2024,1996,28,Masculino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1239,Aluno-1239,2024,2003,21,Feminino,2021,Privada - Pagamento por *Empresa Parceira,8B,8B,,,0.0,,,,10.0,,0,
RA-1251,Aluno-1251,2024,2003,21,Feminino,2021,Privada,8B,8B,,,0.0,,,,10.0,,0,
RA-1264,Aluno-1264,2024,2002,22,Feminino,2021,Privada,8D,8D,,,0.0,,,,10.0,,0,
RA-1263,Aluno-1263,2024,2003,21,Feminino,2021,Privada *Parcerias com Bolsa 100%,8D,8D,,,0.0,,,,10.0,,0,
RA-1262,Aluno-1262,2024,2004,20,Feminino,2021,Privada,8D,8D,,,0.0,,,,10.0,,0,
RA-1261,Aluno-1261,2024,2004,20,Feminino,2021,Privada,8D,8D,,,0.0,,,,10.0,,0,
RA-1259,Aluno-1259,2024,2004,20,Feminino,2021,Privada,8D,8D,,,0.0,,,,10.0,,0,
RA-1257,Aluno-1257,2024,2004,20,Masculino,2021,Privada,8D,8D,,,0.0,,,,10.0,,0,
RA-1256,Aluno-1256,2024,2004,20,Feminino,2021,Privada,8D,8D,,,0.0,,,,10.0,,0,
RA-1265,Aluno-1265,2024,2002,22,Masculino,2022,Pública,8D,8D,,,0.0,,,,10.0,,0,
RA-1255,Aluno-1255,2024,2004,20,Masculino,2021,Privada,8D,8D,,,0.0,,,,10.0,,0,
RA-13,Aluno-13,2024,2004,20,Masculino,2021,Privada *Parcerias com Bolsa 100%,8D,8D,,,0.0,,,,10.0,,0,
RA-1253,Aluno-1253,2024,1999,25,Feminino,2021,Privada,8D,8D,,,0.0,,,,10.0,,0,
RA-1635,Aluno-1635,2024,2004,20,Feminino,2021,Privada,8D,8D,,,0.0,,,,10.0,,0,
RA-1273,Aluno-1273,2024,2005,19,Feminino,2023,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-14,Aluno-14,2024,2001,23,Masculino,2022,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-1271,Aluno-1271,2024,2004,20,Feminino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-1,Aluno-1,2024,2003,21,Feminino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-1270,Aluno-1270,2024,2004,20,Feminino,2021,Privada - Pagamento por *Empresa Parceira,8E,8E,,,0.0,,,,10.0,,0,
RA-1274,Aluno-1274,2024,2005,19,Feminino,2021,Privada - Pagamento por *Empresa Parceira,8E,8E,,,0.0,,,,10.0,,0,
RA-23,Aluno-23,2024,2005,19,Masculino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-2,Aluno-2,2024,2005,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-25,Aluno-25,2024,2005,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-1272,Aluno-1272,2024,2004,20,Feminino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-6,Aluno-6,2024,2004,20,Feminino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-29,Aluno-29,2024,2005,19,Masculino,2022,Privada - Pagamento por *Empresa Parceira,8E,8E,,,0.0,,,,10.0,,0,
RA-17,Aluno-17,2024,2002,22,Masculino,2022,Privada - Pagamento por *Empresa Parceira,8E,8E,,,0.0,,,,10.0,,0,
RA-7,Aluno-7,2024,2004,20,Masculino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-31,Aluno-31,2024,2005,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-1269,Aluno-1269,2024,2005,19,Feminino,2021,Privada - Pagamento por *Empresa Parceira,8E,8E,,,0.0,,,,10.0,,0,
RA-12,Aluno-12,2024,2005,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-35,Aluno-35,2024,2005,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-1636,Aluno-1636,2024,2004,20,Feminino,2021,Privada,8E,8E,,,0.0,,,,10.0,,0,
RA-88,Aluno-88,2024,2005,19,Masculino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-36,Aluno-36,2024,2005,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,8E,8E,,,0.0,,,,10.0,,0,
RA-21,Aluno-21,2024,2004,20,Masculino,2022,Privada - Pagamento por *Empresa Parceira,8E,8E,,,0.0,,,,10.0,,0,
RA-49,Aluno-49,2024,2005,19,Feminino,2022,Privada - Pagamento por *Empresa Parceira,8E,8E,,,0.0,,,,10.0,,0,
RA-1225,Aluno-1225,2024,2005,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,8F,8F,,,0.0,,,,10.0,,0,
RA-1221,Aluno-1221,2024,2001,23,Feminino,2023,Concluiu o 3º EM,8F,8F,,,0.0,,8.0,,10.0,,0,
RA-26,Aluno-26,2024,2005,19,Masculino,2022,Privada *Parcerias com Bolsa 100%,8F,8F,,,0.0,,,,10.0,,0,
RA-27,Aluno-27,2024,2006,18,Masculino,2021,Privada *Parcerias com Bolsa 100%,8F,8F,,,0.0,,,,10.0,,0,
RA-155,Aluno-155,2024,2006,18,Masculino,2022,Privada *Parcerias com Bolsa 100%,8F,8F,,,0.0,,,,10.0,,0,
RA-96,Aluno-96,2024,2006,18,Masculino,2021,Concluiu o 3º EM,8F,8F,,,0.0,,,,10.0,,0,
RA-59,Aluno-59,2024,2005,19,Masculino,2022,Privada *Parcerias com Bolsa 100%,8F,8F,,,0.0,,,,10.0,,0,
