RA,nome,ano_referencia,ano_nascimento,idade,genero,ano_ingresso,instituicao_ensino,Fase,Turma,INDE,IAA,IEG,IPS,IDA,IPV,IAN,IPP,risco,Pedra
RA-1562,Aluno-1562,2024,2008,16,Feminino,2024,Pública,4B,4B,5.458833333333334,6.25,8.666666666666666,5.01,0.5,6.8725,5.0,6.25,1,Quartzo
RA-367,Aluno-367,2024,2010,14,Feminino,2021,Pública,4B,4B,7.209434085200001,9.168,7.268170426,6.26,5.0,7.6275,10.0,6.875,0,Ametista
RA-1563,Aluno-1563,2024,2009,15,Feminino,2024,Pública,4B,4B,7.604211111133335,8.751,8.305555555666666,7.51,7.0,8.46,5.0,7.25,0,Ametista
RA-1564,Aluno-1564,2024,2009,15,Masculino,2024,Pública,4B,4B,5.0761468806000005,8.334,4.942067736333334,6.885,2.1666666666666665,5.2875,5.0,5.75,1,Quartzo
RA-1565,Aluno-1565,2024,2008,16,Masculino,2024,Pública,4B,4B,5.816448179266667,0.0,8.102240896333333,7.51,5.5,6.0375,5.0,6.375,0,Ágata
RA-1566,Aluno-1566,2024,2007,17,Feminino,2024,Pública,4B,4B,7.759243871133334,9.168,9.247219355666667,7.51,6.5,8.335,5.0,7.75,0,Ametista
RA-1567,Aluno-1567,2024,2008,16,Feminino,2024,Pública,4B,4B,7.913942087533334,8.334,8.771043771,7.51,8.166666666666666,8.335,5.0,7.75,0,Ametista
RA-356,Aluno-356,2024,2010,14,Masculino,2021,Pública,4B,4B,6.627336016533334,8.334,6.656346749333334,5.635,5.333333333333333,6.5375,10.0,5.25,0,Ágata
RA-1568,Aluno-1568,2024,2009,15,Feminino,2024,Pública,4B,4B,7.8003261438000004,9.168,7.493464052333334,7.51,8.166666666666666,8.5025,5.0,8.0,0,Ametista
RA-247,Aluno-247,2024,2009,15,Feminino,2021,Pública,4B,4B,6.646485739800001,0.0,8.306595365666666,6.26,4.333333333333333,8.5875,10.0,7.75,1,Ágata
RA-204,Aluno-204,2024,2009,15,Feminino,2021,Pública,4B,4B,7.838218894866668,9.168,6.827094474333333,6.26,7.5,8.5875,10.0,7.125,0,Ametista
RA-1569,Aluno-1569,2024,2007,17,Feminino,2024,Pública,4B,4B,5.7191555556,6.666,7.111111111333334,6.26,2.1666666666666665,6.9175,5.0,6.875,1,Ágata
RA-1570,Aluno-1570,2024,2008,16,Feminino,2024,Pública,4B,4B,7.894084175066667,9.585,7.542087542,7.51,8.333333333333334,8.6725,5.0,7.75,0,Ametista
RA-1571,Aluno-1571,2024,2008,16,Masculino,2024,Pública,4B,4B,7.2484555556,8.334,9.111111111333335,5.005,5.666666666666667,8.545,5.0,7.5,0,Ametista
RA-1572,Aluno-1572,2024,2009,15,Feminino,2024,Pública,4C,4C,8.080345634866667,9.168,9.841269841333334,7.51,7.5,8.393333333,5.0,7.65625,0,Ametista
RA-1150,Aluno-1150,2024,2007,17,Masculino,2023,Pública,4C,4C,7.1023212964,8.334,6.481481481666667,7.51,6.833333333333333,7.946666667,5.0,7.65625,0,Ametista
RA-1573,Aluno-1573,2024,2008,16,Masculino,2024,Pública,4C,4C,6.743847969266667,9.168,6.120448179333334,6.26,5.0,8.556666667,5.0,7.65625,0,Ágata
RA-1574,Aluno-1574,2024,2008,16,Feminino,2024,Pública,4C,4C,7.777244180000001,8.751,8.399470899666667,7.51,7.333333333333333,8.616666667,5.0,7.8125,0,Ametista
RA-1151,Aluno-1151,2024,2011,13,Feminino,2023,Pública,4C,4C,8.749111111066668,7.5,9.722222222333334,5.635,9.0,9.393333333,10.0,8.125,0,Topázio
RA-1575,Aluno-1575,2024,2008,16,Feminino,2024,Pública,4C,4C,7.318459391466667,9.168,8.624338624,6.885,5.333333333333333,8.28,5.0,7.65625,0,Ametista
RA-1081,Aluno-1081,2024,2009,15,Feminino,2023,Privada - Programa de Apadrinhamento,4C,4C,8.5452952381,6.667,9.523809523666666,5.005,8.833333333333334,8.95,10.0,9.166666667,0,Topázio
RA-342,Aluno-342,2024,2008,16,Feminino,2021,Pública,4C,4C,6.757026587266667,8.751,7.728174603333334,6.26,4.5,7.723333333,5.0,7.65625,1,Ágata
RA-1576,Aluno-1576,2024,2008,16,Feminino,2024,Pública,4C,4C,7.4636202380666665,8.334,9.523809523666666,5.635,6.666666666666667,8.44,5.0,6.40625,0,Ametista
RA-187,Aluno-187,2024,2010,14,Feminino,2021,Privada - Programa de Apadrinhamento,4C,4C,8.568424074066666,8.751,9.537037037,5.635,7.833333333333333,9.06,10.0,8.4375,0,Topázio
RA-359,Aluno-359,2024,2010,14,Feminino,2021,Pública,4C,4C,7.492006349133335,9.168,7.162698412666667,6.26,5.5,8.333333333,10.0,7.5,0,Ametista
RA-1577,Aluno-1577,2024,2008,16,Masculino,2024,Pública,4C,4C,6.305585581933334,10.002,4.993386243333333,7.51,4.333333333333333,7.273333333,5.0,7.34375,1,Ágata
RA-236,Aluno-236,2024,2010,14,Feminino,2022,Pública,4F,4F,6.980833740133334,9.168,7.890668700666666,6.26,4.5,6.362,10.0,6.875,1,Ametista
RA-249,Aluno-249,2024,2008,16,Masculino,2021,Pública,4F,4F,6.125104328999999,7.083,6.645021645,5.0,5.0,7.064,5.0,6.75,0,Ágata
RA-239,Aluno-239,2024,2007,17,Feminino,2021,Pública,4F,4F,6.782180868800001,8.751,6.361737677333333,5.635,6.666666666666667,8.502,2.5,7.875,0,Ágata
RA-382,Aluno-382,2024,2008,16,Masculino,2021,Pública,4F,4F,5.805712280733333,9.168,6.324561403666666,5.63,3.0,6.43,5.0,6.75,1,Ágata
RA-383,Aluno-383,2024,2011,13,Masculino,2021,Pública,4F,4F,8.036024386733335,9.168,8.600288600333334,7.51,5.833333333333333,8.47,10.0,7.875,0,Ametista
RA-1155,Aluno-1155,2024,2009,15,Feminino,2023,Pública,4F,4F,7.119011111133333,8.334,8.888888889,5.005,4.666666666666667,8.87,5.0,8.0,1,Ametista
RA-384,Aluno-384,2024,2010,14,Feminino,2021,Pública,4F,4F,8.072200721466668,7.5,8.607503607333333,7.51,7.5,7.936,10.0,7.625,0,Ametista
RA-1156,Aluno-1156,2024,2011,13,Feminino,2023,Pública,4F,4F,6.6777135642,7.5,7.821067821,7.51,2.0,7.5,10.0,7.125,1,Ágata
RA-1578,Aluno-1578,2024,2010,14,Feminino,2024,Pública,4F,4F,7.880605848,8.334,6.761695906666667,7.51,7.333333333333333,8.636,10.0,7.5,0,Ametista
RA-388,Aluno-388,2024,2008,16,Feminino,2021,Pública,4F,4F,5.965307936466667,7.5,6.349206349,7.51,4.333333333333333,5.764,5.0,6.75,1,Ágata
RA-260,Aluno-260,2024,2009,15,Feminino,2021,Pública,4F,4F,8.448920634933334,8.751,9.674603174666666,7.51,7.0,8.502,10.0,7.875,0,Topázio
RA-395,Aluno-395,2024,2011,13,Feminino,2021,Pública,4F,4F,7.169905291000001,8.751,6.921693121666666,6.26,4.333333333333333,8.464,10.0,7.25,1,Ametista
RA-262,Aluno-262,2024,2007,17,Masculino,2021,Privada,4F,4F,5.806145462066667,7.917,4.854560643666667,7.51,4.166666666666667,6.296,5.0,7.0,1,Ágata
RA-1579,Aluno-1579,2024,2008,16,Feminino,2022,Pública,4F,4F,7.894385710733333,8.751,9.090261886999999,5.635,7.166666666666667,9.272,5.0,8.5,0,Ametista
RA-1580,Aluno-1580,2024,2008,16,Masculino,2024,Pública,4F,4F,7.790523996266667,8.751,9.049953314666666,7.51,6.166666666666667,9.168,5.0,7.875,0,Ametista
RA-377,Aluno-377,2024,2010,14,Feminino,2021,Pública,4F,4F,7.480115873000001,9.168,7.698412698333333,7.51,5.166666666666667,7.634,10.0,7.125,0,Ametista
RA-250,Aluno-250,2024,2010,14,Feminino,2022,Privada - Programa de Apadrinhamento,4H,4H,9.049892592566668,9.168,9.629629629666667,6.88,9.166666666666666,8.95,10.0,8.958333333,0,Topázio
RA-1581,Aluno-1581,2024,2008,16,Masculino,2024,Pública,4H,4H,6.9787022855,8.334,7.834844760666667,6.26,6.333333333333333,7.386666667,5.0,7.083333333,0,Ametista
RA-1582,Aluno-1582,2024,2009,15,Masculino,2024,Pública,4H,4H,6.472788888966667,8.334,8.069444444333334,6.255,4.5,6.666666667,5.0,6.666666667,1,Ágata
RA-1583,Aluno-1583,2024,2009,15,Feminino,2024,Pública,4H,4H,7.8197579711000005,7.917,7.753623188333333,6.26,8.166666666666666,9.006666667,5.0,9.166666667,0,Ametista
RA-450,Aluno-450,2024,2009,15,Masculino,2021,Pública,4L,4L,7.526188206666666,8.751,8.954191033333332,5.63,7.5,7.58,5.0,7.8125,0,Ametista
RA-426,Aluno-426,2024,2008,16,Feminino,2022,Pública,4L,4L,6.6430030186,7.917,7.9050567596666665,4.38,4.833333333333333,8.0,5.0,7.65625,1,Ágata
RA-1584,Aluno-1584,2024,2009,15,Feminino,2024,Pública,4L,4L,7.429837830666667,8.334,9.153439153333332,7.51,5.5,8.1675,5.0,7.8125,0,Ametista
RA-313,Aluno-313,2024,2008,16,Feminino,2022,Pública,4L,4L,7.2528500000000005,8.751,9.666666666666666,5.63,4.833333333333333,8.1675,5.0,7.8125,1,Ametista
RA-467,Aluno-467,2024,2009,15,Feminino,2022,Pública,4L,4L,7.7298118421333335,7.917,9.140350877333333,5.01,6.833333333333333,7.54,10.0,7.34375,0,Ametista
RA-1585,Aluno-1585,2024,2009,15,Feminino,2024,Pública,4L,4L,6.730367016866668,10.002,6.775210084333334,7.51,4.0,7.7925,5.0,7.65625,1,Ágata
RA-432,Aluno-432,2024,2008,16,Feminino,2021,Pública,4L,4L,7.167975,7.501,10.0,6.26,5.5,7.2875,5.0,7.34375,0,Ametista
RA-1586,Aluno-1586,2024,2009,15,Feminino,2024,Pública,4L,4L,6.555764327466668,10.002,6.128654970666666,5.01,5.666666666666667,7.54,5.0,6.875,0,Ágata
RA-470,Aluno-470,2024,2009,15,Feminino,2021,Pública,4L,4L,6.981130848,9.585,8.011695906666667,7.51,3.3333333333333335,6.4975,10.0,7.03125,1,Ametista
RA-417,Aluno-417,2024,2009,15,Feminino,2022,Pública,4L,4L,8.533628557533333,8.334,8.401559454333333,7.51,8.833333333333334,8.2925,10.0,8.4375,0,Topázio
RA-407,Aluno-407,2024,2009,15,Masculino,2022,Pública,4L,4L,7.0875128168,8.334,7.614522417333333,6.26,3.6666666666666665,7.875,10.0,7.96875,1,Ametista
RA-1587,Aluno-1587,2024,2008,16,Feminino,2024,Pública,4L,4L,7.34055,9.168,10.0,7.51,3.75,8.2075,5.0,7.8125,1,Ametista
RA-1588,Aluno-1588,2024,2010,14,Feminino,2024,Pública,4L,4L,7.303823728133333,7.917,8.640618640666666,7.51,4.0,7.415,10.0,7.5,1,Ametista
RA-424,Aluno-424,2024,2010,14,Feminino,2022,Pública,4L,4L,7.341187280733334,8.334,9.616228070333333,7.51,3.3333333333333335,7.1625,10.0,7.34375,1,Ametista
RA-1193,Aluno-1193,2024,2009,15,Feminino,2023,Pública,4L,4L,6.6304815790000005,8.751,7.763157895,5.635,4.0,7.79,5.0,7.8125,1,Ágata
RA-411,Aluno-411,2024,2010,14,Feminino,2021,Privada,4M,4M,7.279762962966667,7.083,9.148148147999999,5.635,4.833333333333333,7.4125,10.0,7.291666667,1,Ametista
RA-412,Aluno-412,2024,2010,14,Feminino,2021,Pública,4M,4M,8.044378070166667,8.334,8.456140351,6.26,7.333333333333333,8.125,10.0,8.020833333,0,Ametista
RA-428,Aluno-428,2024,2009,15,Masculino,2022,Pública,4M,4M,7.534949122800001,9.168,8.898245614,5.635,5.0,7.625,10.0,7.5,0,Ametista
RA-315,Aluno-315,2024,2009,15,Feminino,2022,Pública,4M,4M,6.0768703704,0.0,5.918518518666667,7.51,6.833333333333333,7.6275,5.0,7.5,0,Ágata
RA-442,Aluno-442,2024,2011,13,Feminino,2022,Pública,4M,4M,6.905439215666667,8.334,5.9151960783333335,5.635,5.0,7.8775,10.0,7.5,0,Ametista
RA-301,Aluno-301,2024,2009,15,Feminino,2021,Pública,4M,4M,8.410830701766667,9.168,7.4947368423333325,7.51,9.0,8.21,10.0,8.020833333,0,Topázio
RA-1163,Aluno-1163,2024,2009,15,Masculino,2023,Pública,4M,4M,8.6794789474,8.334,9.824561403666666,7.51,7.833333333333333,8.755,10.0,8.125,0,Topázio
RA-402,Aluno-402,2024,2010,14,Feminino,2021,Pública,4M,4M,5.683064814833333,7.5,3.074074074,6.26,4.166666666666667,6.1175,10.0,6.354166667,1,Ágata
RA-1589,Aluno-1589,2024,2009,15,Feminino,2024,Pública,4M,4M,5.260851851866667,0.0,6.259259259333334,7.51,2.5,7.54,5.0,7.5,1,Quartzo
RA-1162,Aluno-1162,2024,2009,15,Feminino,2023,Pública,4M,4M,7.473167836266667,7.917,9.135672514666666,6.26,5.666666666666667,7.0375,10.0,6.875,0,Ametista
RA-471,Aluno-471,2024,2009,15,Feminino,2021,Pública,4M,4M,6.635847117766667,0.0,7.027568922333333,7.51,5.5,8.0425,10.0,7.708333333,0,Ágata
RA-416,Aluno-416,2024,2010,14,Masculino,2021,Privada - Programa de Apadrinhamento,4M,4M,8.700808577033333,8.751,8.972709551666666,7.51,8.0,9.13,10.0,8.541666667,0,Topázio
RA-303,Aluno-303,2024,2008,16,Masculino,2021,Pública,4M,4M,6.2443426900666665,8.751,3.9520467836666664,7.51,5.666666666666667,7.535,5.0,6.875,0,Ágata
RA-418,Aluno-418,2024,2012,12,Feminino,2021,Privada - Programa de Apadrinhamento,4M,4M,9.125183333366667,8.751,10.0,7.51,9.333333333333334,9.0475,10.0,8.229166667,0,Topázio
RA-419,Aluno-419,2024,2010,14,Feminino,2021,Privada - Programa de Apadrinhamento,4M,4M,8.355707894766669,7.083,9.382456140666667,6.26,8.166666666666666,8.5475,10.0,8.020833333,0,Topázio
RA-420,Aluno-420,2024,2011,13,Feminino,2021,Privada - Programa de Apadrinhamento,4M,4M,7.544228947400001,8.334,9.557894737,6.26,4.0,7.96,10.0,7.8125,1,Ametista
RA-1166,Aluno-1166,2024,2008,16,Feminino,2023,Pública,4M,4M,7.452799122766667,8.334,8.498245614,6.26,6.333333333333333,8.625,5.0,8.020833333,0,Ametista
RA-425,Aluno-425,2024,2010,14,Masculino,2022,Pública,4M,4M,9.016616666700001,10.002,10.0,6.26,9.0,8.8375,10.0,8.229166667,0,Topázio
RA-1590,Aluno-1590,2024,2009,15,Feminino,2024,Pública,4N,4N,8.1907875086,7.917,8.267770876333332,7.51,8.666666666666666,8.806,5.0,10.0,0,Ametista
RA-1591,Aluno-1591,2024,2007,17,Feminino,2024,Pública,4N,4N,6.1707952862,7.083,6.430976431,7.51,3.5,7.064,5.0,8.125,1,Ágata
RA-273,Aluno-273,2024,2008,16,Feminino,2021,Pública,4N,4N,6.5991307798,9.168,7.323153899,6.26,4.5,6.896,5.0,8.125,1,Ágata
RA-1592,Aluno-1592,2024,2009,15,Feminino,2024,Pública,4N,4N,6.812545479666667,7.917,6.854727398333334,7.51,5.5,7.432,5.0,8.125,0,Ágata
RA-457,Aluno-457,2024,2010,14,Feminino,2022,Pública,4N,4N,8.5892756038,8.334,8.743961352333335,7.51,8.666666666666666,7.77,10.0,9.6875,0,Topázio
RA-305,Aluno-305,2024,2008,16,Masculino,2021,Pública,4N,4N,6.693026811600001,8.334,7.898550724666666,6.26,4.833333333333333,7.03,5.0,7.8125,1,Ágata
RA-421,Aluno-421,2024,2011,13,Masculino,2021,Pública,4N,4N,8.488232329,8.751,9.540744978333334,7.51,6.666666666666667,8.572,10.0,9.0625,0,Topázio
RA-1169,Aluno-1169,2024,2009,15,Feminino,2023,Pública,4N,4N,6.885305555533334,6.25,8.444444444333334,5.635,6.833333333333333,6.8,5.0,7.8125,0,Ametista
RA-1593,Aluno-1593,2024,2008,16,Masculino,2024,Pública,4N,4N,6.638525017333334,6.249,4.868875086666667,6.26,6.5,8.538,5.0,9.0625,0,Ágata
RA-1594,Aluno-1594,2024,2008,16,Masculino,2024,Pública,4N,4N,5.731267287800001,9.585,6.112836439,6.26,3.0,5.996,5.0,6.25,1,Ágata
RA-283,Aluno-283,2024,2008,16,Masculino,2021,Pública,4N,4N,7.9444309524,8.751,9.761904762,6.885,8.0,7.736,5.0,7.8125,0,Ametista
RA-459,Aluno-459,2024,2010,14,Masculino,2021,Pública,4N,4N,7.233804589400001,7.917,8.454106280333333,5.635,4.666666666666667,7.366,10.0,7.8125,1,Ametista
RA-454,Aluno-454,2024,2007,17,Masculino,2021,Pública,4R,4R,5.8522943469666675,9.585,6.633138401666667,6.255,3.6666666666666665,5.833333333,5.0,5.416666667,1,Ágata
RA-1595,Aluno-1595,2024,2010,14,Masculino,2024,Pública,4R,4R,6.6599304233000005,8.334,7.949735449666666,6.26,2.3333333333333335,7.021666667,10.0,7.395833333,1,Ágata
RA-1596,Aluno-1596,2024,2007,17,Feminino,2024,Pública,4R,4R,7.261016666766667,8.751,10.0,7.51,3.3333333333333335,8.226666667,5.0,8.229166667,1,Ametista
RA-170,Aluno-170,2024,2008,16,Feminino,2021,Privada - Programa de Apadrinhamento,4R,4R,7.646383333300001,9.168,8.5,5.635,8.0,8.028333333,5.0,7.604166667,0,Ametista
RA-1597,Aluno-1597,2024,2008,16,Feminino,2024,Pública,4R,4R,6.7187063492,7.5,8.412698412666666,7.51,2.8333333333333335,8.28,5.0,8.125,1,Ágata
RA-1171,Aluno-1171,2024,2009,15,Masculino,2023,Pública,4R,4R,7.6236817459,8.334,7.230158729999999,7.51,7.5,8.643333333,5.0,8.645833333,0,Ametista
RA-116,Aluno-116,2024,2006,18,Feminino,2021,Pública,5A,5A,6.337470707133334,8.334,7.535353535666666,5.635,4.5,6.73,5.0,6.875,1,Ágata
RA-217,Aluno-217,2024,2007,17,Feminino,2021,Privada - Programa de Apadrinhamento,5A,5A,7.4209164502,8.334,8.917748917666666,6.26,7.833333333333333,6.994,5.0,7.125,0,Ametista
RA-103,Aluno-103,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,5A,5A,8.775268254,8.334,9.603174603333335,6.26,9.166666666666666,8.872,10.0,7.875,0,Topázio
RA-178,Aluno-178,2024,2008,16,Feminino,2021,Privada - Programa de Apadrinhamento,5A,5A,7.234168831200001,9.585,8.739177489333334,6.26,4.166666666666667,6.53,10.0,7.625,1,Ametista
RA-1172,Aluno-1172,2024,2007,17,Feminino,2023,Pública,5A,5A,5.719565079333334,7.5,6.0634920633333325,6.26,3.3333333333333335,6.196,5.0,7.25,1,Ágata
RA-180,Aluno-180,2024,2010,14,Masculino,2021,Privada - Programa de Apadrinhamento,5A,5A,8.801463636333335,9.168,9.431818181666666,7.51,8.5,8.674,10.0,8.125,0,Topázio
RA-181,Aluno-181,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,5A,5A,7.439841414133334,7.5,8.737373737333334,6.26,4.333333333333333,8.436,10.0,7.625,1,Ametista
RA-121,Aluno-121,2024,2006,18,Feminino,2021,Pública,5A,5A,7.476158297266668,8.751,8.152958153,6.26,8.833333333333334,6.764,5.0,7.25,0,Ametista
RA-211,Aluno-211,2024,2009,15,Masculino,2021,Privada - Programa de Apadrinhamento,5A,5A,8.283601875933334,9.585,9.379509379666667,7.51,7.0,7.866,10.0,7.25,0,Topázio
RA-1198,Aluno-1198,2024,2007,17,Feminino,2023,Pública,5A,5A,6.9217748918,8.751,9.458874459,7.51,3.5,7.332,5.0,7.375,1,Ametista
RA-110,Aluno-110,2024,2008,16,Masculino,2021,Privada - Programa de Apadrinhamento,5A,5A,8.6324939394,9.168,9.696969697,6.255,8.5,8.504,10.0,7.5,0,Topázio
RA-189,Aluno-189,2024,2008,16,Masculino,2021,Privada - Programa de Apadrinhamento,5A,5A,8.586533333333334,10.002,10.0,6.255,8.166666666666666,8.2,10.0,6.875,0,Topázio
RA-127,Aluno-127,2024,2008,16,Feminino,2022,Privada - Programa de Apadrinhamento,5A,5A,8.5605939394,8.751,9.488636363666666,7.51,7.833333333333333,8.538,10.0,7.625,0,Topázio
RA-115,Aluno-115,2024,2006,18,Feminino,2021,Pública,5A,5A,5.404184695733334,7.917,4.164756812,6.26,4.166666666666667,5.726,5.0,6.75,1,Quartzo
RA-215,Aluno-215,2024,2009,15,Feminino,2021,Pública,5B,5B,7.045258874400002,7.084,6.455627705333334,6.26,5.666666666666667,7.432,10.0,8.0,0,Ametista
RA-1598,Aluno-1598,2024,2009,15,Feminino,2024,Pública,5B,5B,8.4656285714,9.585,8.857142857,7.51,7.5,8.236,10.0,8.375,0,Topázio
RA-1174,Aluno-1174,2024,2008,16,Feminino,2023,Pública,5B,5B,7.374213419866667,8.751,8.349567099333333,6.26,5.0,7.266,10.0,7.5,0,Ametista
RA-192,Aluno-192,2024,2007,17,Masculino,2021,Privada,5B,5B,6.882960606066668,8.334,6.363636363666667,7.51,7.166666666666667,6.9,5.0,7.125,0,Ametista
RA-220,Aluno-220,2024,2009,15,Feminino,2022,Pública,5B,5B,7.6987770562666675,8.751,8.198051948,6.26,6.833333333333333,7.332,10.0,7.25,0,Ametista
RA-186,Aluno-186,2024,2009,15,Feminino,2021,Privada,5B,5B,8.325963636333334,7.917,9.640151515,6.26,7.166666666666667,8.672,10.0,8.125,0,Topázio
RA-1181,Aluno-1181,2024,2009,15,Feminino,2023,Pública,5B,5B,6.2015816738666665,9.168,5.036075036,6.26,3.8333333333333335,5.862,10.0,7.125,1,Ágata
RA-1599,Aluno-1599,2024,2006,18,Feminino,2024,Pública,5B,5B,7.6059333333333345,8.334,9.666666666666666,7.51,6.5,7.566,5.0,7.75,0,Ametista
RA-111,Aluno-111,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,5B,5B,8.667693939400001,9.168,9.488636363666666,6.26,8.333333333333334,8.74,10.0,8.125,0,Topázio
RA-1600,Aluno-1600,2024,2007,17,Feminino,2024,Pública,5B,5B,6.750618518533334,8.751,8.425925926,6.26,5.666666666666667,6.03,5.0,7.25,0,Ágata
RA-1601,Aluno-1601,2024,2007,17,Feminino,2024,Pública,5C,5C,7.2431,8.751,7.0,7.51,6.5,8.335,5.0,7.5,0,Ametista
RA-176,Aluno-176,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,5C,5C,8.828632575733334,9.585,9.545454545333333,6.26,8.833333333333334,8.545,10.0,8.59375,0,Topázio
RA-1602,Aluno-1602,2024,2009,15,Feminino,2024,Pública,5C,5C,8.041889814800001,7.917,8.782407407333332,7.51,7.166666666666667,7.875,10.0,7.34375,0,Ametista
RA-1603,Aluno-1603,2024,2008,16,Feminino,2024,Pública,5C,5C,7.836518518466668,7.5,9.259259258999998,7.51,8.333333333333334,7.835,5.0,7.5,0,Ametista
RA-1604,Aluno-1604,2024,2008,16,Masculino,2024,Pública,5C,5C,8.0118555556,9.168,7.777777778,7.51,8.5,8.88,5.0,8.125,0,Ametista
RA-193,Aluno-193,2024,2010,14,Masculino,2021,Privada - Programa de Apadrinhamento,5C,5C,8.465046969666668,8.751,9.848484848333333,6.26,7.0,8.7525,10.0,8.4375,0,Topázio
RA-195,Aluno-195,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,5C,5C,8.4690496032,7.5,9.682539682666667,6.26,7.833333333333333,8.965,10.0,7.96875,0,Topázio
RA-196,Aluno-196,2024,2010,14,Masculino,2021,Privada - Programa de Apadrinhamento,5C,5C,8.823550937933334,8.751,9.689754689666666,7.51,8.0,8.9225,10.0,8.75,0,Topázio
RA-197,Aluno-197,2024,2009,15,Feminino,2021,Privada - Programa de Apadrinhamento,5C,5C,8.568238636333334,7.5,9.848484848333333,6.26,8.333333333333334,8.795,10.0,7.96875,0,Topázio
RA-229,Aluno-229,2024,2010,14,Masculino,2022,Privada - Programa de Apadrinhamento,5C,5C,8.852545634933334,9.585,9.841269841333334,5.635,8.833333333333334,8.8375,10.0,8.28125,0,Topázio
RA-202,Aluno-202,2024,2008,16,Feminino,2021,Pública,5C,5C,7.3512154762,8.334,7.880952381,6.26,7.5,7.75,5.0,7.65625,0,Ametista
RA-1176,Aluno-1176,2024,2010,14,Masculino,2023,Privada - Programa de Apadrinhamento,5C,5C,8.914816269866666,8.751,9.682539682666667,6.26,9.166666666666666,8.9225,10.0,8.59375,0,Topázio
RA-1177,Aluno-1177,2024,2008,16,Feminino,2023,Pública,5C,5C,8.3233039474,8.751,9.824561403666666,6.26,7.333333333333333,8.125,10.0,7.65625,0,Topázio
RA-146,Aluno-146,2024,2007,17,Feminino,2022,Pública,5D,5D,8.134554885333333,8.751,9.514316093333333,5.635,9.333333333333334,8.304,5.0,7.65625,0,Ametista
RA-1199,Aluno-1199,2024,2006,18,Masculino,2023,Concluiu o 3º EM,5D,5D,7.614235714266666,7.5,8.571428571333334,5.005,9.0,8.466,5.0,6.5625,0,Ametista
RA-1178,Aluno-1178,2024,2007,17,Masculino,2023,Pública,5D,5D,8.0934746032,8.751,9.682539682666667,6.26,8.333333333333334,8.696,5.0,7.5,0,Ametista
RA-149,Aluno-149,2024,2007,17,Feminino,2022,Pública,5D,5D,5.7316173854,9.585,4.104378593666667,6.26,3.8333333333333335,6.626,5.0,7.34375,1,Ágata
RA-1605,Aluno-1605,2024,2008,16,Masculino,2024,Pública,5D,5D,4.920488888866667,0.0,5.0694444443333335,7.51,2.5,7.028,5.0,7.5,1,Quartzo
RA-107,Aluno-107,2024,2007,17,Feminino,2021,Pública,5D,5D,6.676130827066667,7.5,7.9949874686666655,7.51,4.666666666666667,6.964,5.0,7.5,1,Ágata
RA-184,Aluno-184,2024,2010,14,Masculino,2021,Privada - Programa de Apadrinhamento,5D,5D,8.471456704266666,8.751,8.696741854666667,6.26,8.166666666666666,9.004,10.0,7.96875,0,Topázio
RA-1606,Aluno-1606,2024,2006,18,Feminino,2024,Pública,5D,5D,5.8216796296,8.334,5.148148148,7.51,2.5,7.132,5.0,7.8125,1,Ágata
RA-1607,Aluno-1607,2024,2008,16,Masculino,2024,Pública,5D,5D,4.899894444466667,5.833,6.222222222333333,5.635,0.0,6.762,5.0,6.5625,1,Quartzo
RA-1608,Aluno-1608,2024,2009,15,Masculino,2024,Pública,5D,5D,7.072539814866667,8.751,7.199074074333335,7.51,5.0,6.83,10.0,6.40625,0,Ametista
RA-1173,Aluno-1173,2024,2009,15,Masculino,2023,Pública,5D,5D,8.220132915666667,9.168,9.665831245,7.51,5.833333333333333,8.2,10.0,8.125,0,Ametista
RA-237,Aluno-237,2024,2008,16,Feminino,2022,Privada - Programa de Apadrinhamento,5F,5F,7.931384271366667,8.751,9.689754689666666,6.26,7.666666666666667,8.336666667,5.0,7.916666667,0,Ametista
RA-147,Aluno-147,2024,2008,16,Feminino,2022,Pública,5F,5F,7.400477922133334,8.334,9.277056277,7.51,6.166666666666667,7.386666667,5.0,7.5,0,Ametista
RA-131,Aluno-131,2024,2007,17,Feminino,2021,Pública,5F,5F,7.263155555633333,8.751,9.444444444666667,7.51,5.0,7.386666667,5.0,7.708333333,0,Ametista
RA-1609,Aluno-1609,2024,2007,17,Feminino,2024,Pública,5F,5F,7.577233333233334,8.334,9.666666666666666,7.51,6.0,7.943333333,5.0,7.708333333,0,Ametista
RA-137,Aluno-137,2024,2005,19,Feminino,2021,Concluiu o 3º EM,5F,5F,6.576761183366667,9.585,7.582972583,5.005,6.833333333333333,6.276666667,5.0,4.791666667,0,Ágata
RA-1184,Aluno-1184,2024,2007,17,Masculino,2023,Pública,5F,5F,7.411701731566668,6.666,8.658008657666668,7.51,7.666666666666667,7.5,5.0,7.291666667,0,Ametista
RA-138,Aluno-138,2024,2007,17,Masculino,2021,Pública,5F,5F,7.3860274169,9.585,8.751803751666666,7.51,5.833333333333333,7.443333333,5.0,7.708333333,0,Ametista
